Env,Rep,Block,Genotype,Female,Male,PED,PHT,EHT,LAE,LAT,LATP,LAI,DTA,DTS,ASI,SDL,SDU,TW,TSL,TBN,KW,KL,KD,KS,KPP,CAN,ZIP,SC,PBP,LDR,LDS,EL,FILL,STG,EW,ERW,KRW,TWA,IPY,TGY
S800,3,9,308,MOB-C1-007-SSD-007,MOB-C1-036-SSD-010,MOB-C1-007-SSD-007 X MOB-C1-036-SSD-010,220,119,706.25,3690.24,15502.11,3.949447921,67,70,3, ,8.02,2.25,48.3,7,68.5,117,37.5,300543.75,695.24,61,24,96,1.04,0,6.25,164,148,2,44.4,18.2,38.2,59.36757396,0.119126324,12751.27276
S800,1,18,309,MOB-C1-010-DH-001,RHM-C1-036-DH-017,MOB-C1-010-DH-001 X RHM-C1-036-DH-017,214,105,619.19,3235.31,17747.84,3.820757349,64,66,2, ,8.27,2.85,45.95,10,72.5,107,36.5,283148.75,533.52,65,14,96,3.13,3.13,1.04,142.8,128.6,1,39,15.6,34.2,61.02153846,0.082672701,9764.722466
S800,2,11,309,MOB-C1-010-DH-001,RHM-C1-036-DH-017,MOB-C1-010-DH-001 X RHM-C1-036-DH-017,200,105,704.2,3679.53,17651.3,4.073776646,66,68,2, ,6.64,2.4,42.85,9,79.5,120,37.5,357750,517.92,63,16,95,1.05,16.84,1.05,144.8,124,2,43.4,15.6,33.2,60.1287574,0.099790354,11049.88144
S800,3,17,309,MOB-C1-010-DH-001,RHM-C1-036-DH-017,MOB-C1-010-DH-001 X RHM-C1-036-DH-017,211,108,627.98,3281.28,16851.15,3.552118275,68,72,4, ,8.43,1.85,38.45,7.5,76.5,106,40.5,328414.5,463.68,62,2,88,1.14,2.27,10.23,150,134,2,41.8,13.8,33.6,59.71313609,0.0883089,9561.228345
S800,1,17,310,MOB-C1-007-SSD-013,MOB-C1-035-SSD-016,MOB-C1-007-SSD-013 X MOB-C1-035-SSD-016, , , , , , , , , , , , , , , , , , , , , ,83, , , , , , , , , , , , 
S800,2,6,310,MOB-C1-007-SSD-013,MOB-C1-035-SSD-016,MOB-C1-007-SSD-013 X MOB-C1-035-SSD-016,200,125,760.32,3972.75,17843.79,4.642764426,67,69,2, ,9.79,1.45,36.55,5,67,119,34.5,275068.5,571.2,57,10,95,0,0,4.21,143.4,137.2,4,41.2,17,33.6,60.68911243,0.100970699,11801.72559
S800,3,9,310,MOB-C1-007-SSD-013,MOB-C1-035-SSD-016,MOB-C1-007-SSD-013 X MOB-C1-035-SSD-016,201,99,676.64,3535.53,15344.79,3.74037277,67,67,0, ,6.756666667,1.2,32.35,6.5,67,112.5,37.5,282656.25,624.96,64,4,86,0,0,3.49,145.2,138,3,41.6,16.8,37.2,60.02319527,0.104492463,11056.30378
S800,1,11,312,MOB-C1-010-DH-003,RHM-C1-036-DH-009,MOB-C1-010-DH-003 X RHM-C1-036-DH-009,238,117,800.27,4181.49,15340.66,4.886712289,71,71,0, ,7.04,1.95,35.95,7.5,63,110.5,40.5,281940.75,637.44,61,0,95,1.05,0,3.16,170.6,144,3,43.8,19.2,33.2,60.05325444,0.123617115,14448.69933
S800,2,9,312,MOB-C1-010-DH-003,RHM-C1-036-DH-009,MOB-C1-010-DH-003 X RHM-C1-036-DH-009, , , , , , , , , , , , , , , , , , , , , ,83, , , , , , , , , , , , 
S800,3,8,312,MOB-C1-010-DH-003,RHM-C1-036-DH-009,MOB-C1-010-DH-003 X RHM-C1-036-DH-009,223,113,748.56,3911.32,16503.95,3.897357074,66,66,0, ,7.236666667,1.5,32.25,6.5,72.5,104,39,294060,527.28,55,2,93,0,4.3,3.23,173.4,140.2,1,43.4,15.6,33.8,60.41538462,0.123402653,12298.04443
S800,1,15,313,MOB-C1-007-SSD-027,MOB-C1-035-DH-002,MOB-C1-007-SSD-027 X MOB-C1-035-DH-002,231,128,653.79,3416.14,12131.78,3.740133659,65,66,1, ,8.106666667,1.75,41.2,6,76,117.5,42,375060,419.52,58,0,89,0,0,0,158.6,128.6,4,44.2,15.2,27.6,61.22224852,0.12770322,13983.58091
S800,2,8,313,MOB-C1-007-SSD-027,MOB-C1-035-DH-002,MOB-C1-007-SSD-027 X MOB-C1-035-DH-002,215,105,623.59,3258.32,11589.08,3.527267871,67,68,1, ,7.233333333,1.1,36.8,5,75,122.5,41,376687.5,531.36,61,2,89,0,3.37,0,154,130.6,5,45,16.4,32.4,59.97751479,0.128956571,13962.16258
S800,3,11,313,MOB-C1-007-SSD-027,MOB-C1-035-DH-002,MOB-C1-007-SSD-027 X MOB-C1-035-DH-002,224,109,700.39,3659.61,15689.32,4.051716727,65,66,1, ,8.89,1,37.1,4,70.5,116.5,42.5,349063.125,470.4,57,0,91,0,1.1,0,156.4,132.6,3,44.2,16.8,28,60.43349112,0.106959834,11843.76473
S800,1,18,314,MOB-C1-007-SSD-031,MOB-C1-035-DH-005,MOB-C1-007-SSD-031 X MOB-C1-035-DH-005,202,97,658.6,3441.23,18179.45,4.021608238,67,68,1, ,7.44,1.8,35.75,6.5,68,118,35.5,284852,508.08,62,8,96,0,2.08,0,142.2,108.8,4,43.8,17.4,29.2,60.63337278,0.086750596,10139.64193
S800,2,7,314,MOB-C1-007-SSD-031,MOB-C1-035-DH-005,MOB-C1-007-SSD-031 X MOB-C1-035-DH-005,195,95,617.03,3224.03,13823.54,3.728107404,66,67,1, ,7.663333333,2.4,35.5,9,72,123.5,36.5,324558,540.96,62,2,96,0,0,0,149.4,130.2,6,46.6,16.8,32.2,60.52674556,0.108022465,12493.05002
S800,3,9,314,MOB-C1-007-SSD-031,MOB-C1-035-DH-005,MOB-C1-007-SSD-031 X MOB-C1-035-DH-005,200,109,719.15,3757.63,15595.3,4.437591756,66,66,0, ,7.1,1.4,30.9,8,68,126.5,37,318274,582.8,62,0,96,1.04,0,2.08,150.4,128.4,5,46.6,18.8,31,60.78639053,0.109272709,12906.52971
S800,1,20,316,MOB-C1-007-SSD-028,MOB-C1-036-SSD-023,MOB-C1-007-SSD-028 X MOB-C1-036-SSD-023,223,110,700.43,3659.82,16521.2,3.376623437,68,69,1, ,8.23,1.85,34.2,7.5,71.5,118.5,38.5,326200.875,524.16,63,2,90,0,3.33,0,154.8,137.2,4,43.6,15.6,33.6,61.61242604,0.120556471,11124.44448
S800,2,14,316,MOB-C1-007-SSD-028,MOB-C1-036-SSD-023,MOB-C1-007-SSD-028 X MOB-C1-036-SSD-023,239,117,790.68,4131.4,16074.33,4.319944212,68,68,0, ,6.87,2.05,36.85,9,71.5,116.5,36,299871,507.96,59,8,95,0,1.05,1.05,136,115.8,5,43.4,16.6,30.6,61.31775148,0.13027483,13624.04235
S800,3,6,316,MOB-C1-007-SSD-028,MOB-C1-036-SSD-023,MOB-C1-007-SSD-028 X MOB-C1-036-SSD-023,246,124,714.92,3735.51,16444.97,4.411469521,69,70,1, ,6.87,1.35,30.2,9,71.5,119.5,40,341770,524.16,60,10,96,0,8.33,5.21,152.4,134,3,42,15.6,33.6,16.19526627,0.10301688,12167.63491
S800,1,10,317,MOB-C1-010-DH-001,RHM-C1-036-DH-008,MOB-C1-010-DH-001 X RHM-C1-036-DH-008, , , , , , , , , , , , , , , , , , , , , ,70, , , , , , , , , , , , 
S800,2,8,317,MOB-C1-010-DH-001,RHM-C1-036-DH-008,MOB-C1-010-DH-001 X RHM-C1-036-DH-008,210,111,636,3323.18,28732.19,3.8836459,64,65,1, ,8.04,1.8,32.85,11,75,115.5,37.5,324843.75,469.8,63,24,96,3.13,6.25,8.33,126.2,101,3,43.4,16.2,29,59.96236686, , 
S800,3,20,317,MOB-C1-010-DH-001,RHM-C1-036-DH-008,MOB-C1-010-DH-001 X RHM-C1-036-DH-008, , , , , , , , , , , , , , , , , , , , , ,65, , , , , , , , , , , , 
S800,1,15,318,RHM-C1-007-DH-002,MOB-C1-036-SSD-003,RHM-C1-007-DH-002 X MOB-C1-036-SSD-003,223,109,766.94,4007.34,18046.45,3.795847381,67,69,2, ,7.993333333,1.1,35.4,5.5,68.5,119,39,317908.5,581.36,61,14,87,0,4.6,2.3,168.2,155.6,3,45,17.2,33.8,59.47289941,0.113784789,10779.57099
S800,2,17,318,RHM-C1-007-DH-002,MOB-C1-036-SSD-003,RHM-C1-007-DH-002 X MOB-C1-036-SSD-003, , , , , , , , , , , , , , , , , , , , , ,85, , , , , , , , , , , , 
S800,3,19,318,RHM-C1-007-DH-002,MOB-C1-036-SSD-003,RHM-C1-007-DH-002 X MOB-C1-036-SSD-003, , , , , , , , , , , , , , , , , , , , , ,82, , , , , , , , , , , , 
S800,1,5,319,RHM-C1-007-DH-002,MOB-C1-035-SSD-026,RHM-C1-007-DH-002 X MOB-C1-035-SSD-026, , , , , , , , , , , , , , , , , , , , , ,73, , , , , , , , , , , , 
S800,2,6,319,RHM-C1-007-DH-002,MOB-C1-035-SSD-026,RHM-C1-007-DH-002 X MOB-C1-035-SSD-026,235,130,683.98,3573.86,15587.32,4.000750087,66,66,0, ,8.533333333,2,39.1,9,71,119.5,36.5,309684.25,526.32,60,0,96,0,0,7.29,154.4,128.6,1,43.8,17.2,30.6,58.65420118,0.109695214,12281.61882
S800,3,5,319,RHM-C1-007-DH-002,MOB-C1-035-SSD-026,RHM-C1-007-DH-002 X MOB-C1-035-SSD-026,235,139,695.24,3632.7,20801.04,4.155988409,67,70,3, ,7.9,1.65,34.3,10,64.5,106,42,287154,518.88,63,8,96,0,0,8.33,134,110.4,1,42.2,18.4,28.2,59.37325444,0.081756839,9354.780172
MonA13,1,13,0,MOB-C1-059-DH-010,RHM-C1-036-DH-024,MOB-C1-059-DH-010 X RHM-C1-036-DH-024,271,99, , , , , , , , ,7.11, , , , , , , , , , ,95,3.16,0,0, , ,5, , , ,47.71100592,0.097972471,11451.2847
MonA13,2,15,0,MOB-C1-059-DH-010,RHM-C1-036-DH-024,MOB-C1-059-DH-010 X RHM-C1-036-DH-024,209,85, , , , , , , , ,6.2, , , , , , , , , , ,92,2.17,0,0, , ,4, , , ,47.28257396,0.068370083,7738.922149
MonA13,3,10,0,MOB-C1-059-DH-010,RHM-C1-036-DH-024,MOB-C1-059-DH-010 X RHM-C1-036-DH-024,168,81, , , , , , , , ,7.76, , , , , , , , , , ,96,0,4.17,1.04, , ,3, , , ,46.9674497,0.086901687,10264.22076
MonA13,1,4,1,MOB-C1-010-DH-001,RHM-C1-035-DH-002,MOB-C1-010-DH-001 X RHM-C1-035-DH-002, , , , , , , , , , , , , , , , , , , , , ,83, , , , , , , , , , , , 
MonA13,2,13,1,MOB-C1-010-DH-001,RHM-C1-035-DH-002,MOB-C1-010-DH-001 X RHM-C1-035-DH-002, , , , , , , , , , , , , , , , , , , , , ,84, , , , , , , , , , , , 
MonA13,3,11,1,MOB-C1-010-DH-001,RHM-C1-035-DH-002,MOB-C1-010-DH-001 X RHM-C1-035-DH-002,196,84, , , , , , , , ,5.03, , , , , , , , , , ,88,0,0,9.09, , ,1, , , ,45.71938462,0.089795918,9722.228235
MonA13,1,15,2,MOB-C1-007-SSD-013,MOB-C1-036-SSD-003,MOB-C1-007-SSD-013 X MOB-C1-036-SSD-003,254,93, , , , , , , , ,6.59, , , , , , , , , , ,95,3.16,0,0, , ,5, , , ,37.50461065,0.069108522,8077.589063
MonA13,2,8,2,MOB-C1-007-SSD-013,MOB-C1-036-SSD-003,MOB-C1-007-SSD-013 X MOB-C1-036-SSD-003,222,108, , , , , , , , ,6.71, , , , , , , , , , ,89,1.12,0,1.12, , ,3, , , ,39.12619645,0.106574269,11669.9478
MonA13,3,19,2,MOB-C1-007-SSD-013,MOB-C1-036-SSD-003,MOB-C1-007-SSD-013 X MOB-C1-036-SSD-003,195,100, , , , , , , , ,3.26, , , , , , , , , , ,93,2.15,0,0, , ,5, , , ,35.87620828,0.077809891,8903.162427
MonA13,1,2,3,MOB-C1-010-DH-003,MOB-C1-061-SSD-020,MOB-C1-010-DH-003 X MOB-C1-061-SSD-020, , , , , , , , , , , , , , , , , , , , , ,96, , , , , , , , , , , , 
MonA13,2,7,3,MOB-C1-010-DH-003,MOB-C1-061-SSD-020,MOB-C1-010-DH-003 X MOB-C1-061-SSD-020,231,123, , , , , , , , ,6.55, , , , , , , , , , ,97,1.03,1.03,2.06, , ,2, , , ,44.80937278,0.111491219,13305.73723
MonA13,3,14,3,MOB-C1-010-DH-003,MOB-C1-061-SSD-020,MOB-C1-010-DH-003 X MOB-C1-061-SSD-020,203,113, , , , , , , , ,6.53, , , , , , , , , , ,99,0,0,0, , ,3, , , ,38.72887101,0.071268371,8680.776381
MonA13,1,12,4,MOB-C1-059-DH-003,RHM-C1-036-DH-014,MOB-C1-059-DH-003 X RHM-C1-036-DH-014,223,96, , , , , , , , ,6.26, , , , , , , , , , ,94,1.06,0,0, , ,4, , , ,42.16610059,0.06096569,7050.824275
MonA13,2,14,4,MOB-C1-059-DH-003,RHM-C1-036-DH-014,MOB-C1-059-DH-003 X RHM-C1-036-DH-014,220,110, , , , , , , , ,6.88, , , , , , , , , , ,101,1.98,0,0, , ,5, , , ,42.05220592,0.100607599,12501.97721
MonA13,3,4,4,MOB-C1-059-DH-003,RHM-C1-036-DH-014,MOB-C1-059-DH-003 X RHM-C1-036-DH-014,209,110, , , , , , , , ,5.46, , , , , , , , , , ,96,0,0,0, , ,4, , , ,42.46376331,0.071650213,8462.823132
MonA13,1,12,5,MOB-C1-007-SSD-024,MOB-C1-061-SSD-007,MOB-C1-007-SSD-024 X MOB-C1-061-SSD-007,291,107, , , , , , , , ,5.84, , , , , , , , , , ,94,0,0,0, , ,5, , , ,42.88611834,0.077536404,8967.265974
MonA13,2,7,5,MOB-C1-007-SSD-024,MOB-C1-061-SSD-007,MOB-C1-007-SSD-024 X MOB-C1-061-SSD-007,270,139, , , , , , , , ,4.33, , , , , , , , , , ,93,1.08,0,0, , ,4, , , ,49.00153018,0.104912084,12004.24927
MonA13,3,8,5,MOB-C1-007-SSD-024,MOB-C1-061-SSD-007,MOB-C1-007-SSD-024 X MOB-C1-061-SSD-007,241,122, , , , , , , , ,5.58, , , , , , , , , , ,90,0,0,0, , ,4, , , ,48.06296923,0.109698936,12147.06815
MonA13,1,8,6,MOB-C1-059-DH-005,RHM-C1-035-DH-041,MOB-C1-059-DH-005 X RHM-C1-035-DH-041,269,118, , , , , , , , ,5.72, , , , , , , , , , ,95,1.05,0,0, , ,3, , , ,52.38017751,0.092424637,10802.839
MonA13,2,8,6,MOB-C1-059-DH-005,RHM-C1-035-DH-041,MOB-C1-059-DH-005 X RHM-C1-035-DH-041,210,104, , , , , , , , ,5.49, , , , , , , , , , ,91,1.1,0,0, , ,3, , , ,52.09930769,0.087003142,9740.984918
MonA13,3,11,6,MOB-C1-059-DH-005,RHM-C1-035-DH-041,MOB-C1-059-DH-005 X RHM-C1-035-DH-041,210,89, , , , , , , , ,7.18, , , , , , , , , , ,94,0,0,0, , ,2, , , ,51.73557396,0.102861688,11896.19414
MonA13,1,11,10,MOB-C1-007-SSD-032,MOB-C1-035-DH-005,MOB-C1-007-SSD-032 X MOB-C1-035-DH-005,226,109, , , , , , , , ,5.58, , , , , , , , , , ,100,2,0,6, , ,2, , , ,49.00264615,0.089730194,11039.90023
MonA13,2,5,10,MOB-C1-007-SSD-032,MOB-C1-035-DH-005,MOB-C1-007-SSD-032 X MOB-C1-035-DH-005,200,104, , , , , , , , ,4.32, , , , , , , , , , ,100,0,0,4, , ,2, , , ,52.85048047,0.086000864,10581.06442
MonA13,3,17,10,MOB-C1-007-SSD-032,MOB-C1-035-DH-005,MOB-C1-007-SSD-032 X MOB-C1-035-DH-005,213,122, , , , , , , , ,3.92, , , , , , , , , , ,99,0,0,1.01, , ,3, , , ,46.28982249,0.080622479,9820.144657
MonA13,1,4,11,MOB-C1-007-DH-002,MOB-C1-061-SSD-016,MOB-C1-007-DH-002 X MOB-C1-061-SSD-016,294,132, , , , , , , , ,4.88, , , , , , , , , , ,102,0.98,0,1.96, , ,5, , , ,39.98472426,0.118286126,14844.32735
MonA13,2,3,11,MOB-C1-007-DH-002,MOB-C1-061-SSD-016,MOB-C1-007-DH-002 X MOB-C1-061-SSD-016,231,134, , , , , , , , ,4.17, , , , , , , , , , ,91,1.1,0,2.2, , ,3, , , ,47.75587219,0.131399713,14711.68283
MonA13,3,10,11,MOB-C1-007-DH-002,MOB-C1-061-SSD-016,MOB-C1-007-DH-002 X MOB-C1-061-SSD-016,218,130, , , , , , , , ,5.66, , , , , , , , , , ,92,1.09,0,0, , ,4, , , ,38.8215503,0.101182265,11452.98703
MonA13,1,15,13,MOB-C1-007-DH-001,MOB-C1-035-SSD-027,MOB-C1-007-DH-001 X MOB-C1-035-SSD-027,247,94, , , , , , , , ,6.4, , , , , , , , , , ,92,5.43,0,0, , ,3, , , ,45.58337041,0.087389782,9891.793138
MonA13,2,6,13,MOB-C1-007-DH-001,MOB-C1-035-SSD-027,MOB-C1-007-DH-001 X MOB-C1-035-SSD-027,201,83, , , , , , , , ,3.89, , , , , , , , , , ,89,2.25,0,1.12, , ,2, , , ,50.09098225,0.087131395,9540.941148
MonA13,3,13,13,MOB-C1-007-DH-001,MOB-C1-035-SSD-027,MOB-C1-007-DH-001 X MOB-C1-035-SSD-027,177,70, , , , , , , , ,5.81, , , , , , , , , , ,94,2.13,0,0, , ,4, , , ,44.10052189,0.076807252,8882.937829
MonA13,1,14,15,MOB-C1-007-SSD-029,MOB-C1-035-DH-004,MOB-C1-007-SSD-029 X MOB-C1-035-DH-004,259,105, , , , , , , , ,4.52, , , , , , , , , , ,94,2.13,0,0, , ,3, , , ,41.42327574,0.088709059,10259.40959
MonA13,2,3,15,MOB-C1-007-SSD-029,MOB-C1-035-DH-004,MOB-C1-007-SSD-029 X MOB-C1-035-DH-004,214,108, , , , , , , , ,5.1, , , , , , , , , , ,93,1.08,0,1.08, , ,3, , , ,45.16902249,0.111119162,12714.47547
MonA13,3,6,15,MOB-C1-007-SSD-029,MOB-C1-035-DH-004,MOB-C1-007-SSD-029 X MOB-C1-035-DH-004,206,97, , , , , , , , ,5.74, , , , , , , , , , ,94,0,0,0, , ,3, , , ,39.08734556,0.087839519,10158.84525
MonA13,1,5,16,MOB-C1-010-DH-003,RHM-C1-061-DH-010,MOB-C1-010-DH-003 X RHM-C1-061-DH-010,290,138, , , , , , , , ,4.56, , , , , , , , , , ,97,3.09,1.03,1.03, , ,4, , , ,41.68218935,0.083788543,9999.60659
MonA13,2,3,16,MOB-C1-010-DH-003,RHM-C1-061-DH-010,MOB-C1-010-DH-003 X RHM-C1-061-DH-010,234,123, , , , , , , , ,6.36, , , , , , , , , , ,101,0,1.98,0, , ,4, , , ,41.35344852,0.111979556,13915.11052
MonA13,3,19,16,MOB-C1-010-DH-003,RHM-C1-061-DH-010,MOB-C1-010-DH-003 X RHM-C1-061-DH-010,242,129, , , , , , , , ,6.25, , , , , , , , , , ,97,7.22,0,0, , ,5, , , ,41.42083077,0.087092381,10393.89775
MonA13,1,10,17,MOB-C1-007-SSD-002,MOB-C1-035-SSD-003,MOB-C1-007-SSD-002 X MOB-C1-035-SSD-003,254,101, , , , , , , , ,6.33, , , , , , , , , , ,99,6.06,0,2.02, , ,4, , , ,44.89678225,0.070240149,8555.53483
MonA13,2,12,17,MOB-C1-007-SSD-002,MOB-C1-035-SSD-003,MOB-C1-007-SSD-002 X MOB-C1-035-SSD-003,191,85, , , , , , , , ,3.48, , , , , , , , , , ,93,7.53,0,0, , ,4, , , ,44.78627219,0.07075635,8096.082274
MonA13,3,18,17,MOB-C1-007-SSD-002,MOB-C1-035-SSD-003,MOB-C1-007-SSD-002 X MOB-C1-035-SSD-003,200,82, , , , , , , , ,4.28, , , , , , , , , , ,87,3.45,0,0, , ,4, , , ,45.66241657,0.065621353,7024.104669
MonA13,1,20,18,MOB-C1-059-DH-003,RHM-C1-035-DH-013,MOB-C1-059-DH-003 X RHM-C1-035-DH-013, , , , , , , , , , , , , , , , , , , , , ,56, , , , , , , , , , , , 
MonA13,2,2,18,MOB-C1-059-DH-003,RHM-C1-035-DH-013,MOB-C1-059-DH-003 X RHM-C1-035-DH-013,194,102, , , , , , , , ,5.3, , , , , , , , , , ,90,2.22,0,8.89, , ,2, , , ,51.71139408,0.068881286,7627.290666
MonA13,3,9,18,MOB-C1-059-DH-003,RHM-C1-035-DH-013,MOB-C1-059-DH-003 X RHM-C1-035-DH-013,175,74, , , , , , , , ,8.09, , , , , , , , , , ,86,0,0,5.81, , ,3, , , ,49.5594213,0.063569761,6726.289751
MonA13,1,13,19,MOB-C1-007-SSD-011,MOB-C1-061-SSD-002,MOB-C1-007-SSD-011 X MOB-C1-061-SSD-002,273,127, , , , , , , , ,5.82, , , , , , , , , , ,96,4.17,0,0, , ,4, , , ,45.14100592,0.083327044,9842.008854
MonA13,2,4,19,MOB-C1-007-SSD-011,MOB-C1-061-SSD-002,MOB-C1-007-SSD-011 X MOB-C1-061-SSD-002,214,103, , , , , , , , ,6.3, , , , , , , , , , ,97,5.15,0,0, , ,4, , , ,42.22496213,0.070515768,8415.589044
MonA13,3,6,19,MOB-C1-007-SSD-011,MOB-C1-061-SSD-002,MOB-C1-007-SSD-011 X MOB-C1-061-SSD-002,221,106, , , , , , , , ,4.21, , , , , , , , , , ,92,4.35,0,0, , ,3, , , ,44.60818935,0.084641951,9580.761708
MonA13,1,9,20,MOB-C1-059-DH-002,RHM-C1-036-DH-005,MOB-C1-059-DH-002 X RHM-C1-036-DH-005,272,115, , , , , , , , ,5.42, , , , , , , , , , ,92,2.17,2.17,0, , ,2, , , ,52.26489941,0.094602276,10708.18725
MonA13,2,6,20,MOB-C1-059-DH-002,RHM-C1-036-DH-005,MOB-C1-059-DH-002 X RHM-C1-036-DH-005,224,94, , , , , , , , ,5.34, , , , , , , , , , ,87,1.15,2.3,0, , ,2, , , ,50.60630769,0.109328446,11702.50869
MonA13,3,3,20,MOB-C1-059-DH-002,RHM-C1-036-DH-005,MOB-C1-059-DH-002 X RHM-C1-036-DH-005,228,103, , , , , , , , ,4.67, , , , , , , , , , ,100,0,0,0, , ,1, , , ,50.06232426,0.107977126,13284.9005
MonA13,1,15,21,MOB-C1-007-SSD-007,MOB-C1-036-SSD-009,MOB-C1-007-SSD-007 X MOB-C1-036-SSD-009,261,97, , , , , , , , ,6, , , , , , , , , , ,86,2.33,0,0, , ,4, , , ,42.73985325,0.115850144,12258.05515
MonA13,2,2,21,MOB-C1-007-SSD-007,MOB-C1-036-SSD-009,MOB-C1-007-SSD-007 X MOB-C1-036-SSD-009,213,96, , , , , , , , ,4.39, , , , , , , , , , ,91,1.1,0,0, , ,2, , , ,47.95380355,0.125616193,14064.15235
MonA13,3,3,21,MOB-C1-007-SSD-007,MOB-C1-036-SSD-009,MOB-C1-007-SSD-007 X MOB-C1-036-SSD-009,219,106, , , , , , , , ,6.29, , , , , , , , , , ,97,2.06,0,0, , ,2, , , ,46.48187219,0.087270268,10415.12737
MonA13,1,12,22,MOB-C1-007-SSD-012,MOB-C1-061-SSD-019,MOB-C1-007-SSD-012 X MOB-C1-061-SSD-019,262,110, , , , , , , , ,5.91, , , , , , , , , , ,100,0,0,1, , ,5, , , ,37.88251834,0.087081313,10713.99684
MonA13,2,12,22,MOB-C1-007-SSD-012,MOB-C1-061-SSD-019,MOB-C1-007-SSD-012 X MOB-C1-061-SSD-019,230,120, , , , , , , , ,4.37, , , , , , , , , , ,88,1.14,0,1.14, , ,5, , , ,38.92021183,0.097285145,10533.08878
MonA13,3,13,22,MOB-C1-007-SSD-012,MOB-C1-061-SSD-019,MOB-C1-007-SSD-012 X MOB-C1-061-SSD-019,186,89, , , , , , , , ,7.4, , , , , , , , , , ,94,1.06,0,0, , ,5, , , ,38.50616805,0.08567626,9908.659295
MonA13,1,5,23,MOB-C1-059-DH-010,RHM-C1-061-DH-012,MOB-C1-059-DH-010 X RHM-C1-061-DH-012,280,108, , , , , , , , ,7.52, , , , , , , , , , ,94,10.64,0,0, , ,2, , , ,51.41975385,0.066720714,7716.406205
MonA13,2,17,23,MOB-C1-059-DH-010,RHM-C1-061-DH-012,MOB-C1-059-DH-010 X RHM-C1-061-DH-012,214,99, , , , , , , , ,7.4, , , , , , , , , , ,92,0,0,0, , ,3, , , ,47.76825444,0.073553598,8325.652714
MonA13,3,9,23,MOB-C1-059-DH-010,RHM-C1-061-DH-012,MOB-C1-059-DH-010 X RHM-C1-061-DH-012,228,128, , , , , , , , ,7.15, , , , , , , , , , ,91,8.79,7.69,0, , ,4, , , ,47.84272189,0.053553016,5995.865364
MonA13,1,11,26,MOB-C1-007-SSD-009,MOB-C1-036-DH-009,MOB-C1-007-SSD-009 X MOB-C1-036-DH-009,270,132, , , , , , , , ,6.25, , , , , , , , , , ,96,1.04,0,0, , ,5, , , ,41.66343669,0.067094833,7924.773439
MonA13,2,1,26,MOB-C1-007-SSD-009,MOB-C1-036-DH-009,MOB-C1-007-SSD-009 X MOB-C1-036-DH-009,239,106, , , , , , , , ,6.01, , , , , , , , , , ,96,0,0,0, , ,4, , , ,46.0487574,0.108418871,12805.6803
MonA13,3,10,26,MOB-C1-007-SSD-009,MOB-C1-036-DH-009,MOB-C1-007-SSD-009 X MOB-C1-036-DH-009,214,126, , , , , , , , ,2.81, , , , , , , , , , ,95,1.05,0,0, , ,4, , , ,43.0716213,0.077751776,9087.835687
MonA13,1,20,27,MOB-C1-007-SSD-006,MOB-C1-036-DH-008,MOB-C1-007-SSD-006 X MOB-C1-036-DH-008,273,124, , , , , , , , ,6.71, , , , , , , , , , ,96,2.08,0,0, , ,5, , , ,38.82748402,0.088498269,10452.79789
MonA13,2,8,27,MOB-C1-007-SSD-006,MOB-C1-036-DH-008,MOB-C1-007-SSD-006 X MOB-C1-036-DH-008,228,115, , , , , , , , ,4.53, , , , , , , , , , ,98,0,0,0, , ,4, , , ,36.93455148,0.092829713,11192.82282
MonA13,3,5,27,MOB-C1-007-SSD-006,MOB-C1-036-DH-008,MOB-C1-007-SSD-006 X MOB-C1-036-DH-008,203,110, , , , , , , , ,6.78, , , , , , , , , , ,96,1.04,0,0, , ,4, , , ,34.95221538,0.074610974,8812.527468
MonA13,1,18,28,MOB-C1-007-SSD-002,MOB-C1-061-DH-001,MOB-C1-007-SSD-002 X MOB-C1-061-DH-001,299,132, , , , , , , , ,7.42, , , , , , , , , , ,95,6.32,0,0, , ,6, , , ,42.08446864,0.06302634,7366.687342
MonA13,2,17,28,MOB-C1-007-SSD-002,MOB-C1-061-DH-001,MOB-C1-007-SSD-002 X MOB-C1-061-DH-001,237,117, , , , , , , , ,4.36, , , , , , , , , , ,90,1.11,0,0, , ,6, , , ,37.56146154,0.074809388,8283.715135
MonA13,3,3,28,MOB-C1-007-SSD-002,MOB-C1-061-DH-001,MOB-C1-007-SSD-002 X MOB-C1-061-DH-001,229,114, , , , , , , , ,4.97, , , , , , , , , , ,95,5.26,0,0, , ,4, , , ,44.34875503,0.068981436,8062.734932
MonA13,1,20,29,MOB-C1-007-SSD-024,MOB-C1-035-SSD-030,MOB-C1-007-SSD-024 X MOB-C1-035-SSD-030,243,98, , , , , , , , ,6.19, , , , , , , , , , ,91,0,0,2.2, , ,3, , , ,45.88845444,0.088182587,9873.037115
MonA13,2,13,29,MOB-C1-007-SSD-024,MOB-C1-035-SSD-030,MOB-C1-007-SSD-024 X MOB-C1-035-SSD-030,192,98, , , , , , , , ,3.85, , , , , , , , , , ,91,2.2,0,1.1, , ,3, , , ,48.83493609,0.062159127,6959.41673
MonA13,3,15,29,MOB-C1-007-SSD-024,MOB-C1-035-SSD-030,MOB-C1-007-SSD-024 X MOB-C1-035-SSD-030,198,91, , , , , , , , ,6.23, , , , , , , , , , ,99,3.03,0,0, , ,3, , , ,47.87343905,0.070094692,8537.817507
